document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum,mention1,mention1_globalpos,mention1_chapterpos,mention1_chapterindex,mention2,mention2_globalpos,mention2_chapterpos,mention2_chapterindex
269ffd1de413e4556ac009ffabd821a869fdf75d,train,Who is Clotilde?,Pascal's niece,Pascal's niece,Who is Clotilde ?,Pascal s niece,Pascal s niece,Clotilde,91,niece,5053,Clotilde,2717:2725,1739:1747,8,niece,269808:269813,22749:22754,18
269ffd1de413e4556ac009ffabd821a869fdf75d,train,Who is Tante Dide?,Pascal's grandmother,Pascal's grandmother,Who is Tante Dide ?,Pascal s grandmother,Pascal s grandmother,Aunt Dide,2072,grandmother,2491,Aunt Dide,106108:106117,3418:3427,13,grandmother,129253:129264,6711:6722,14
269ffd1de413e4556ac009ffabd821a869fdf75d,train,Who is Antoine Macquart?,Pascal's alcoholic uncle,Felicite's brother-in-law. ,Who is Antoine Macquart ?,Pascal s alcoholic uncle,Felicite s brother-in-law .,Antoine Macquart,3873,Uncle,9231,Antoine Macquart,201523:201539,5690:5706,17,Uncle,493035:493040,22736:22741,27
27118c9662889769c25d52ff3b870b596d743518,valid,Who is Pandarus?,Criseyde's uncle.,Criseyde's uncle,Who is Pandarus ?,Criseyde s uncle .,Criseyde s uncle,Pandarus,756,uncle,6495,Pandarus,37755:37763,17514:17522,1,uncle,335733:335738,19357:19362,16
276006bb1b1bd92dca33b940d92fdb97b818f906,test,Who is Laura Newton?,The President's daughter.,The president's daughter.,Who is Laura Newton ?,The President s daughter .,The president s daughter .,Laura Newton,1291,daughter,4363,Laura Newton,41286:41298,770:782,24,daughter,136710:136718,1487:1495,87
295d5533ffd87d5ff68f51902e13559bac902085,train,Who is Jeffrey Aspern?,A dead American poet who has become famous,A famous and now dead American poet,Who is Jeffrey Aspern ?,A dead American poet who has become famous,A famous and now dead American poet,Jeffrey Aspern,109,poet,2820,Jeffrey Aspern,4929:4943,4929:4943,0,poet,148789:148793,5063:5067,3
295d5533ffd87d5ff68f51902e13559bac902085,train,Who is Jeffrey Aspern?,a famous dead American poet,A dead American poet. ,Who is Jeffrey Aspern ?,a famous dead American poet,A dead American poet .,Jeffrey Aspern,96,poet,1627,Jeffrey Aspern,4145:4159,4145:4159,0,poet,91417:91421,43503:43507,1
2a74184610bf91866dbdf37cba0b874dfc748a86,valid,Who is Cratylus?,He is a disciple of Heraclitus.,A disciple of Heraclitus.,Who is Cratylus ?,He is a disciple of Heraclitus .,A disciple of Heraclitus .,Cratylus,103,follower,157,Cratylus,4455:4463,4455:4463,0,follower,7851:7859,7851:7859,0
2b5468141ef0e57d4635249e7d9d9ff6039d18f4,train,Who is Jasper Leigh?,The person employed by Lionel to kidnap his brother Oliver. ,The man who kidnapped Oliver,Who is Jasper Leigh ?,The person employed by Lionel to kidnap his brother Oliver .,The man who kidnapped Oliver,Jasper Leigh,2382,man,13735,Jasper Leigh,115549:115561,9645:9657,38,man,657529:657532,3185:3188,66
2b5d19eb7767f089cf6b5cee04106b964962eb00,train,Who is Tugg's agent?,Rick Peck,rick peck,Who is Tugg s agent ?,Rick Peck,rick peck,agent,2344,Rick Peck,2345,agent,72731:72736,72731:72736,0,Rick Peck,72747:72756,72747:72756,0
2c882e70f540d28c884fcedd83fc2c893c6dcbdf,train,Who is Jennie's daughter?,Vesta.,Vesta,Who is Jennie s daughter ?,Vesta .,Vesta,daughter,7440,Jennie,7928,daughter,332664:332672,5879:5887,28,Jennie,355008:355014,12252:12258,29
2c882e70f540d28c884fcedd83fc2c893c6dcbdf,train,Who is Vesta?,Jennies daughter,Jennies daughter,Who is Vesta ?,Jennies daughter,Jennies daughter,Vesta,4529,daughter,641,Vesta,197171:197176,1888:1893,15,daughter,25087:25095,66:74,2
2c882e70f540d28c884fcedd83fc2c893c6dcbdf,train,Who is Letty?,A rich widow who marries Lester,An affluent widow who marries Kane.,Who is Letty ?,A rich widow who marries Lester,An affluent widow who marries Kane .,Letty,5644,widow,7278,Letty,249203:249208,1987:1992,20,widow,324266:324271,10067:10072,27
2caed8cd33002af756cef1c108986384a0b7066b,train,Who was Harold Lee?,He is an investment banker.,An investment banker.,Who was Harold Lee ?,He is an investment banker .,An investment banker .,HAROLD,300,banker,1997,HAROLD,10290:10296,10290:10296,0,banker,78681:78687,78681:78687,0
2caed8cd33002af756cef1c108986384a0b7066b,train,Who was Maria?,Harold's neighbor.,Harold's neighbor,Who was Maria ?,Harold s neighbor .,Harold s neighbor,MARIA,620,woman,620,MARIA,23921:23926,23921:23926,0,woman,23962:23967,23962:23967,0
2cf851eeec79ada442b42d8d17d99cf24dbbb157,train,Who is Littlewit's Mother-in-Law? ,Dame Purecraft,Dame Purecraft,Who is Littlewit s Mother-in-Law ?,Dame Purecraft,Dame Purecraft,mother,355,DAME PURECRAFT,2141,mother,15758:15764,3523:3529,1,DAME PURECRAFT,83793:83807,3730:3744,3
2cf851eeec79ada442b42d8d17d99cf24dbbb157,train,Who is Dame Purecraft to Littlewit?,His mother-in-law.,Mother in Law.,Who is Dame Purecraft to Littlewit ?,His mother-in-law .,Mother in Law .,DAME PURECRAFT,981,mother,360,DAME PURECRAFT,40502:40516,28267:28281,1,mother,16012:16018,3777:3783,1
2f413edcd92b785fe7bf948138fde95c1a1d2b9c,test,Who is Vanessa?,Fait's daughter and Ling's girlfriend,Fait's daughter,Who is Vanessa ?,Fait s daughter and Ling s girlfriend,Fait s daughter,VANESSA,1027,daughter,1641,VANESSA,35916:35923,401:408,20,daughter,58249:58257,594:602,35
2fc2cfddbe1ca72a7c2ae750a6c8b656dad60f9b,test,Who is Saul's supplier?,Red,Red,Who is Saul s supplier ?,Red,Red,supplier,1255,Red,963,supplier,59274:59282,21757:21765,1,Red,45939:45942,8422:8425,1
301cb14d65a257ef05cf122e2c0635b531d6e33c,train,Who is Lina?,Lina is the creature who accompanies Curdie on his way to Gwynystrom.,Curdie's beast companion,Who is Lina ?,Lina is the creature who accompanies Curdie on his way to Gwynystrom .,Curdie s beast companion,Lina,1903,creature,2244,Lina,92381:92385,18010:18014,8,creature,109869:109877,87:95,11
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Who is Tommy's childhood sweetheart?,Nan,Nan,Who is Tommy s childhood sweetheart ?,Nan,Nan,sweetheart,212,Nan,10236,sweetheart,10301:10311,8696:8706,17,Nan,541700:541703,14983:14986,32
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Who is Tommy's childhood freind?,Nan,Nan,Who is Tommy s childhood freind ?,Nan,Nan,friend,217,Nan,196,friend,10656:10662,9051:9057,17,Nan,9238:9241,7633:7636,17
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Who is bhaer's nephew?,Emil,Emil,Who is bhaer s nephew ?,Emil,Emil,Bhaer,116,nephew,8410,Bhaer,4142:4147,2537:2542,17,nephew,447908:447914,10356:10362,29
317fe46b2903da739b059733cd618db6ca49a494,train,Who is Jeff Lebowski?,Jeff Lebowski is also known as The Dude.,a slacker,Who is Jeff Lebowski ?,Jeff Lebowski is also known as The Dude .,a slacker,Lebowski,213,Dude,6547,Lebowski,6997:7005,6997:7005,0,Dude,148145:148149,83732:83736,2
31c7eca71291b68f55dec4af7e61b6bcae8c5a8a,valid,Who is Pelagia?,Phiammon's long lost sister. ,Philammon's sister,Who is Pelagia ?,Phiammon s long lost sister .,Philammon s sister,Pelagia,991,sister,17415,Pelagia,57637:57644,9312:9319,2,sister,884408:884414,17223:17229,25
31c7eca71291b68f55dec4af7e61b6bcae8c5a8a,valid,Who is Philammon's sister?,Pelagia.,Peligia,Who is Philammon s sister ?,Pelagia .,Peligia,sister,9058,Pelagia,1770,sister,466404:466410,20327:20333,16,Pelagia,96186:96193,10705:10712,3
331adcaf22f837c92a3c9ec6cc28b5a5c9689373,test,Who is John Carter?,The warlord of Mars?,Warlord of Mars,Who is John Carter ?,The warlord of Mars ?,Warlord of Mars,John Carter,1187,Warlord of Mars,147,John Carter,53794:53805,4264:4275,4,Warlord of Mars,5420:5435,4161:4176,1
331adcaf22f837c92a3c9ec6cc28b5a5c9689373,test,Who is princess of Ptarth?,Thuvia,Thuvia,Who is princess of Ptarth ?,Thuvia,Thuvia,princess,75,Thuvia,70,princess,2047:2055,788:796,1,Thuvia,1703:1709,444:450,1
344cddeff8cb90fe176ea9809fd8d3169a7dba34,test,Who is Austin to Maud?,Her father.,her father,Who is Austin to Maud ?,Her father .,her father,Austin,1961,father,292,Austin,86480:86486,1906:1912,9,father,7739:7745,1785:1791,1
34d16136feb3eba74060953631414400f9a3cb20,train,Who is Edward Scrope?,Lord Bishop of Princhester,Lord Bishop of Princhester.,Who is Edward Scrope ?,Lord Bishop of Princhester,Lord Bishop of Princhester .,Edward Scrope,3281,bishop,7113,Edward Scrope,157863:157876,147106:147119,1,bishop,343622:343628,164541:164547,2
350c0f8265c2d1183fd9a7e2a92c748998ac8775,test,Who is David's captive?,A reptilian Mahar,A Mahar,Who is David s captive ?,A reptilian Mahar,A Mahar,CAPTIVE,3343,Mahar,457,CAPTIVE,154982:154989,17:24,19,Mahar,17889:17894,4345:4350,12
35891de62bab83d5b312ddeb835c7e0b245e3282,test,Who was Keaton's lawyer?,Edie Finneran,Edie Finneran,Who was Keaton s lawyer ?,Edie Finneran,Edie Finneran,lawyer,4362,Edie Finneran,665,lawyer,152187:152193,343:349,71,Edie Finneran,23011:23024,1925:1938,7
361364f57460139410c4130a1e7a58caf152c2bd,train,Who is Flor Moreno to Christina Moreno?,Mother.,she is her mother,Who is Flor Moreno to Christina Moreno ?,Mother .,she is her mother,Flor Moreno,1232,mother,9583,Flor Moreno,39270:39281,575:586,14,mother,257874:257880,1216:1222,129
3634471ed994ee7d4f382d8e7edbc56de5c28c42,train,Who is Dickie to Herbert Greenleaf?,his son,His son,Who is Dickie to Herbert Greenleaf ?,his son,His son,Dickie,274,son,387,Dickie,8604:8610,8604:8610,0,son,12650:12653,12650:12653,0
3675e52aa687967667e5769337f0378715da9e3b,train,Who is Isabel Lahiri?,the Europol detective investigating the stock certificate theft,Detective,Who is Isabel Lahiri ?,the Europol detective investigating the stock certificate theft,Detective,ISABEL LAHIRI,2637,detective,2921,ISABEL LAHIRI,80706:80719,1076:1089,45,detective,90319:90328,599:608,50
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who is Stella?,Stella is Uri's accountant and the object of his affection.,She is Uri's accountant,Who is Stella ?,Stella is Uri s accountant and the object of his affection .,She is Uri s accountant,Stella,798,accountant,1947,Stella,26714:26720,26714:26720,0,accountant,65855:65865,65855:65865,0
3886c254e53796b195d75a1208bdaf0ade8ffd9c,train,Who is Dr Margo?,Biologist ,An evolutionary biologist,Who is Dr Margo ?,Biologist,An evolutionary biologist,Margo,517,Biologist,586,Margo,19273:19278,9198:9203,1,Biologist,22181:22190,12106:12115,1
38e24416d39a0a285ef1693adad25c9ed0c94487,train,Who is Mirtha in relation to George?,His wife,His wife. ,Who is Mirtha in relation to George ?,His wife,His wife .,MIRTHA,3528,wife,4770,MIRTHA,88082:88088,2705:2711,5,wife,119035:119039,33658:33662,5
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Archibald Molfam's father-in-law?,Daniel Brewster,Daniel Brewster,Who is Archibald Molfam s father-in-law ?,Daniel Brewster,Daniel Brewster,father-in-law,9814,Daniel Brewster,153,father-in-law,402526:402539,3719:3732,47,Daniel Brewster,4584:4599,1016:1031,22
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Lucille?,Archie's wife.,Archie's wife,Who is Lucille ?,Archie s wife .,Archie s wife,Lucille,66,wife,7261,Lucille,1983:1990,126:133,21,wife,298035:298039,6280:6284,41
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who is Bettina in relation to Rosalie?,her sister,Her sister ,Who is Bettina in relation to Rosalie ?,her sister,Her sister,Bettina,427,sister,427,Bettina,23208:23215,20521:20528,2,sister,23201:23207,20514:20520,2
39b1f44ec2639226b6025140e2a7e7eaf570409e,train,Who is Lisa's brother?,Richie,Richie,Who is Lisa s brother ?,Richie,Richie,except for Lisa and her brother,290,unloading Richie carefully,290,except for Lisa and her brother,74499:74530,28820:28851,1,unloading Richie carefully,81537:81563,35858:35884,1
39c5eed544ceeb78eb3202d040eb35361d96945f,valid,Who is Valka?,Hiccup's mother who was believed dead.,Hiccup's mother,Who is Valka ?,Hiccup s mother who was believed dead .,Hiccup s mother,VALKA,2966,mother,1047,VALKA,87885:87890,11183:11188,1,mother,34332:34338,34332:34338,0
39c9fc154b2cc4030d2732fab674fc246eb28aed,test,Who is Benjamin Baker?,a barber,Sweeney Todd,Who is Benjamin Baker ?,a barber,Sweeney Todd,Benjamin,917,barber,899,Benjamin,31402:31410,31402:31410,0,barber,30754:30760,30754:30760,0
39c9fc154b2cc4030d2732fab674fc246eb28aed,test,Who is Sweeney Todd's daughter?,Johanna,Johanna,Who is Sweeney Todd s daughter ?,Johanna,Johanna,daughter,1057,Johanna,6405,daughter,36614:36622,36614:36622,0,Johanna,221066:221073,47330:47337,1
39f11774cd462fe3c40283af7c3778d18b78acb9,train,Who is Dante's current girlfriend?,Veronica Loughran,Vernonica,Who is Dante s current girlfriend ?,Veronica Loughran,Vernonica,girlfriend,1644,VERONICA,7961,girlfriend,35956:35966,371:381,28,VERONICA,160000:160008,251:259,155
39f11774cd462fe3c40283af7c3778d18b78acb9,train,Who is Caitlin Bree?,Dante's high school girlfriend.,A high school girlfriend of Dante's,Who is Caitlin Bree ?,Dante s high school girlfriend .,A high school girlfriend of Dante s,Caitlin Bree,2100,ex-girlfriend,3733,Caitlin Bree,45657:45669,506:518,47,ex-girlfriend,78612:78625,255:268,76
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Gray the paid compaion to?,Rosamund Hunt,Rosamund Hunt,Who is Gray the paid compaion to ?,Rosamund Hunt,Rosamund Hunt,companion,1030,Rosamund Hunt,192,companion,55947:55956,5771:5780,3,Rosamund Hunt,9253:9266,7800:7813,1
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Smith's prosecutor?,Moses Gould,Moses Gould,Who is Smith s prosecutor ?,Moses Gould,Moses Gould,prosecutor,5393,Moses Gould,270,prosecutor,284963:284973,40492:40502,8,Moses Gould,13719:13730,12266:12277,1
3a82541bb17890577626925533f6549efe5cf08e,test,Who is Marat Buzhayev?,The owner of the night club.,Bobby's boss,Who is Marat Buzhayev ?,The owner of the night club .,Bobby s boss,MARAT BUZHAYEV,420,owner,7025,MARAT BUZHAYEV,17327:17341,2259:2273,3,owner,312061:312066,1719:1724,115
3b017861cf026262a8fa4a2027a51f3218d38b13,train,Who is Ozias Midwinter's stepfather?,Mr. Neal,Mr Neal,Who is Ozias Midwinter s stepfather ?,Mr. Neal,Mr Neal,stepfather,3642,Neal,3553,stepfather,202740:202750,95270:95280,1,Neal,198462:198466,90992:90996,1
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9,train,Who is Larry?,Frank's brother,Frank's brother,Who is Larry ?,Frank s brother,Frank s brother,FRANK,4144,brother,4817,FRANK,119264:119269,107496:107501,2,brother,138932:138939,127164:127171,2
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9,train,Who is Kristy?,Larry and Julia's daughter.,Larry's daughter,Who is Kristy ?,Larry and Julia s daughter .,Larry s daughter,Kirsty,627,daughter,717,Kirsty,19626:19632,7858:7864,2,daughter,21856:21864,10088:10096,2
3b44f7e2fd553e6026c16fac3b179346a49647a3,train,Who is Edwards's brother? ,"Edmund, Earl of Kent","Edmund, Earl of Kent",Who is Edwards s brother ?,"Edmund , Earl of Kent","Edmund , Earl of Kent",brother,2668,Edmund,2781,brother,119208:119215,5229:5236,3,Edmund,124396:124402,10417:10423,3
3bbc2ac0b3ad1f68b4d7cf3d27e26a06268a80d1,test,Who is Patty?,Phoebe's maid.,Phoebe's maid.,Who is Patty ?,Phoebe s maid .,Phoebe s maid .,Patty,300,maid,3315,Patty,8689:8694,6213:6218,1,maid,113774:113778,19087:19091,4
3c386a5d7ed42d052b9dfb9c609e6c11015196b4,train,Who is Carmela to Vito Corleone?,Carmela is Vito Corleone's spouse. ,wife,Who is Carmela to Vito Corleone ?,Carmela is Vito Corleone s spouse .,wife,Carmella,2630,wife,8265,Carmella,66663:66671,66663:66671,0,wife,208705:208709,208705:208709,0
3c3dcc7b23c9b81de635e563ed1ee52b52a895c0,train,Who is William?,Kaiser Wilhelm II.,Kaiser Wlihelm II,Who is William ?,Kaiser Wilhelm II .,Kaiser Wlihelm II,William,3392,Kaiser,3695,William,190820:190827,2240:2247,6,Kaiser,208550:208556,19970:19976,6
3d248aa8bba34b3f5199c1aed1443b9fa3395d03,train,Who is Pete Dayton?,A young auto mechanic who was found in place of Fred at the prison cell.,A young auto mechanic who was found in Franks cell,Who is Pete Dayton ?,A young auto mechanic who was found in place of Fred at the prison cell .,A young auto mechanic who was found in Franks cell,PETE DAYTON,2164,mechanic,2565,PETE DAYTON,57066:57077,15452:15463,7,mechanic,67421:67429,25807:25815,7
3d59cad31537c384e1fde9cc33c518595115a621,train,Who is Frederick Lovel?,Earl Lovel's distant cousin.,Lord Lovel's distant cousin.,Who is Frederick Lovel ?,Earl Lovel s distant cousin .,Lord Lovel s distant cousin .,Frederic Lovel,410,cousin,413,Frederic Lovel,21106:21120,2231:2245,2,cousin,21280:21286,2405:2411,2
3dddbcc83358a72adfd1c957ae3cbfc1d194a143,test,WHO IS MADAME D'ESTREES TO KITTY BRISTOL?,HER MOTHER,Her mother,WHO IS MADAME D'ESTREES TO KITTY BRISTOL ?,HER MOTHER,Her mother,Kitty Bristol,1132,mother,753,Kitty Bristol,45769:45782,43596:43609,1,mother,28143:28149,25970:25976,1
3e1d81664f7e7386e7b392ba670be09e3cf857ab,test,Who is Ellen to Rosemary?,Her sister,Ellen is Rosemary's sister.,Who is Ellen to Rosemary ?,Her sister,Ellen is Rosemary s sister .,Ellen,3421,sister,6010,Ellen,162051:162056,8474:8479,12,sister,294800:294806,13747:13753,21
401274da0bb38ce2581280e3b557744d176bd66f,train,Who is Racer X?,Rex Racer.,"Racer X is Speed's brother, Rex, in disguise.",Who is Racer X ?,Rex Racer .,"Racer X is Speed s brother , Rex , in disguise .",Racer X,1451,Rex Racer,1420,Racer X,41432:41439,500:507,20,Rex Racer,40464:40473,1270:1279,19
403479540337f035a011f0ea84b4770e31e18207,test,Who is McClane's wife?,Holly,holly,Who is McClane s wife ?,Holly,holly,wife,719,Holly,936,wife,26687:26691,15661:15665,1,Holly,34798:34803,23772:23777,1
407624e45c153cdd848f539d37ca8b5d448f9580,train,Who is Vada?,She is an 11-year old tomboyish girl.,an 11 year old tomboyish girl,Who is Vada ?,She is an 11-year old tomboyish girl .,an 11 year old tomboyish girl,Vada,254,girl,4568,Vada,8479:8483,8479:8483,0,girl,152302:152306,6863:6867,4
407624e45c153cdd848f539d37ca8b5d448f9580,train,Who is Thomas J. Sennett?,He is Vada's best friend who has too many allergies to count,an unpopular boy with a lot of allergies,Who is Thomas J. Sennett ?,He is Vada s best friend who has too many allergies to count,an unpopular boy with a lot of allergies,Thomas J,237,friend,4445,Thomas J,7969:7977,7969:7977,0,friend,148276:148282,2837:2843,4
40a0872b40344eac6dfdc73e7bbb984e5ac49bac,train,Who is Bini Aru?,Kiki's father,a munchkin,Who is Bini Aru ?,Kiki s father,a munchkin,Bini Aru,146,father,207,Bini Aru,4103:4111,1194:1202,26,father,7651:7657,4742:4748,26
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Who is Deborah to Wolfe?,She is his cousin.,She is his cousin.,Who is Deborah to Wolfe ?,She is his cousin .,She is his cousin .,Deborah,132,cousin,133,Deborah,6935:6942,6935:6942,0,cousin,6950:6956,6950:6956,0
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Who is Wolfe's cousin?,Deborah,Deborah,Who is Wolfe s cousin ?,Deborah,Deborah,cousin,133,Deborah,132,cousin,6950:6956,6950:6956,0,Deborah,6935:6942,6935:6942,0
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Who is Kirby's son?,Clarke,Clarke,Who is Kirby s son ?,Clarke,Clarke,son,465,Clarke,465,son,25141:25144,25141:25144,0,Clarke,25130:25136,25130:25136,0
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Neverbend's son?,Jack,Jack,Who is Neverbend s son ?,Jack,Jack,son,230,Jack,6251,son,10757:10760,9476:9479,1,Jack,338863:338867,30705:30709,11
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Britanula's oldest citizen?,Gabriel Crasweller,Gabriel Crasweller,Who is Britanula s oldest citizen ?,Gabriel Crasweller,Gabriel Crasweller,citizen,3347,Gabriel Crasweller,532,citizen,185040:185047,158:165,7,Gabriel Crasweller,29328:29346,3969:3987,2
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Britannula's oldest citizen?,"Gabriel Crasweller, he was born in 1913",crawsweller ,Who is Britannula s oldest citizen ?,"Gabriel Crasweller , he was born in 1913",crawsweller,his,3347,Gabriel Crasweller,1372,his,185026:185029,144:147,7,Gabriel Crasweller,74592:74610,23319:23337,3
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Abraham Grundle?,"a young senator that believe as Neverbend does, but is engaged to Crasweller's daughter",A young Senator.,Who is Abraham Grundle ?,"a young senator that believe as Neverbend does , but is engaged to Crasweller s daughter",A young Senator .,Abraham Grundle,816,senator,1781,Abraham Grundle,45859:45874,20500:20515,2,senator,97137:97144,18000:18007,4
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer Jones' only male relative?,"His nephew, Henry Jones.",His nephew Henry Jones,Who is Indefer Jones ' only male relative ?,"His nephew , Henry Jones .",His nephew Henry Jones,relative,7129,nephew,4054,relative,355955:355963,8116:8124,23,nephew,203668:203674,14263:14269,13
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer's niece?,Isabel Brodrick,Isabel.,Who is Indefer s niece ?,Isabel Brodrick,Isabel .,niece,325,Isabel,367,niece,13341:13346,11623:11628,1,Isabel,15964:15970,14246:14252,1
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer's only male heir?,his nephew Henry Jones,Henry.,Who is Indefer s only male heir ?,his nephew Henry Jones,Henry .,male heir,686,nephew,4054,male heir,32348:32357,15432:15441,2,nephew,203668:203674,14263:14269,13
4c428ffec939a3607a4da2e68ca684c03f6e8959,train,Who is Katharine's cousin?,Thomas Culpeper,Thomas Culpeper,Who is Katharine s cousin ?,Thomas Culpeper,Thomas Culpeper,cousin,634,Thomas Culpepper,633,cousin,25378:25384,23776:23782,4,Thomas Culpepper,25292:25308,23690:23706,4
4c428ffec939a3607a4da2e68ca684c03f6e8959,train,Who is Lady Mary?,The king's eldest daughter,King Henry's eldest daughter.,Who is Lady Mary ?,The king s eldest daughter,King Henry s eldest daughter .,Lady Mary,84,daughter,7602,Lady Mary,1656:1665,54:63,4,daughter,341404:341412,25524:25532,6
4c428ffec939a3607a4da2e68ca684c03f6e8959,train,Who is Thomas Cromwell?,The Lord Privy Seal,The Lord Privy Seal,Who is Thomas Cromwell ?,The Lord Privy Seal,The Lord Privy Seal,Thomas Cromwell,211,Privy Seal,9158,Thomas Cromwell,8394:8409,6792:6807,4,Privy Seal,405246:405256,89366:89376,6
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is La?,La is the high priestess that serves the Flaming God of Opar.,A high priestess.,Who is La ?,La is the high priestess that serves the Flaming God of Opar .,A high priestess .,La,834,Priestess,1094,La,43521:43523,9381:9383,27,Priestess,57524:57533,11364:11373,28
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is Albert Werper?,Someone hired by a criminal to follow Tarzan.,Belgian officer,Who is Albert Werper ?,Someone hired by a criminal to follow Tarzan .,Belgian officer,Albert Werper,69,man,7091,Albert Werper,1846:1859,42:55,24,man,368735:368738,8239:8242,47
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is La?,The high priestess and servant to the Flaming God of Opar.,A priestess who is a servant of the Flaming God of Opar.,Who is La ?,The high priestess and servant to the Flaming God of Opar .,A priestess who is a servant of the Flaming God of Opar .,La,834,Priestess,834,La,43521:43523,9381:9383,27,Priestess,43534:43543,9394:9403,27
4e075eb7a0ce3017e38cfa6fe3e558591f36ea77,train,Who is their only visitor?,Danny,Local drug dealer Danny,Who is their only visitor ?,Danny,Local drug dealer Danny,he,683,him,820,he,23164:23166,23164:23166,0,him,28317:28320,28317:28320,0
4e075eb7a0ce3017e38cfa6fe3e558591f36ea77,train,Who was Monty?,Withnail Uncle?,Withnail's uncle and a homosexual.,Who was Monty ?,Withnail Uncle ?,Withnail s uncle and a homosexual .,Monty,581,Uncle,581,Monty,19557:19562,19557:19562,0,Uncle,19564:19569,19564:19569,0
4e959a5d22e1968a1950ac836a1ba0cc3edffa41,valid,Who is Mrs.Graham's son?,Arthur.,Arthur.,Who is Mrs.Graham s son ?,Arthur .,Arthur .,Mrs. Graham,644,son,1181,Mrs. Graham,31866:31877,6829:6840,1,son,60538:60541,2102:2105,3
4e959a5d22e1968a1950ac836a1ba0cc3edffa41,valid,Who is Mr Lawrence to Mrs Helen Graham?,Her brother.,her brother,Who is Mr Lawrence to Mrs Helen Graham ?,Her brother .,her brother,Mr. Lawrence,893,brother,15342,Mr. Lawrence,46334:46346,21297:21309,1,brother,777801:777808,26907:26914,45
505d50d3d0e05c17a28348c30da57b00118b81fd,train,Who is Bajazeth?,The Emperor of the Turks.,Emporer of Turks,Who is Bajazeth ?,The Emperor of the Turks .,Emporer of Turks,Bajazeth,148,emperor,1147,Bajazeth,3492:3500,241:249,1,emperor,44810:44817,1551:1558,8
505d50d3d0e05c17a28348c30da57b00118b81fd,train,Who is Callapine?,Bajazeth's son,son of bajazeth,Who is Callapine ?,Bajazeth s son,son of bajazeth,Callapine,343,son,343,Callapine,11733:11742,129:138,2,son,11748:11751,144:147,2
505d50d3d0e05c17a28348c30da57b00118b81fd,train,Who is Bajazeth?,Emperor of the Turks,Emperor of the Turks,Who is Bajazeth ?,Emperor of the Turks,Emperor of the Turks,Bajazeth,343,emperor,1125,Bajazeth,11755:11763,151:159,2,emperor,43759:43766,500:507,8
518b93650f7e95289f694bccd0fd9f2da1d12369,train,Who is Commodore Hawser Trunnion?,An old seaman who raises Peregrine Pickle.,a seaman and misogynist,Who is Commodore Hawser Trunnion ?,An old seaman who raises Peregrine Pickle .,a seaman and misogynist,Hawser Trunnion,381,seaman,5303,Hawser Trunnion,21668:21683,12265:12280,2,seaman,318038:318044,6440:6446,25
518b93650f7e95289f694bccd0fd9f2da1d12369,train,Who is Emelia?,Peregrine's wife,Peregrines beloved,Who is Emelia ?,Peregrine s wife,Peregrines beloved,Emilia,3571,wife,30079,Emilia,215178:215184,15073:15079,17,wife,1853765:1853769,15334:15338,106
544bc77598d7a9e1229e251e6fc6056c39237037,train,WHO IS DARIAN TO JOE?,HIS DAUGHTER,Darian is Joe's daughter. ,WHO IS DARIAN TO JOE ?,HIS DAUGHTER,Darian is Joe s daughter .,Darian,1170,daughter,3916,Darian,41694:41700,1292:1298,26,daughter,139831:139839,503:511,89
544bc77598d7a9e1229e251e6fc6056c39237037,train,Who is Cory the stripper's boyfriend?,"James ""Jimmy"" Alexander Dix",James Alexander Dix,Who is Cory the stripper s boyfriend ?,James Jimmy Alexander Dix,James Alexander Dix,girl friend,1339,CORY,1351,girl friend,47986:47997,1273:1284,30,CORY,48493:48497,262:266,31
