document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum
3675e52aa687967667e5769337f0378715da9e3b,train,Who is Isabel Lahiri?,the Europol detective investigating the stock certificate theft,Detective,Who is Isabel Lahiri ?,the Europol detective investigating the stock certificate theft,Detective,ISABEL LAHIRI,2637,detective,2921
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who is Stella?,Stella is Uri's accountant and the object of his affection.,She is Uri's accountant,Who is Stella ?,Stella is Uri s accountant and the object of his affection .,She is Uri s accountant,Stella,798,accountant,1947
3886c254e53796b195d75a1208bdaf0ade8ffd9c,train,Who is Dr Margo?,Biologist ,An evolutionary biologist,Who is Dr Margo ?,Biologist,An evolutionary biologist,Margo,517,Biologist,586
38e24416d39a0a285ef1693adad25c9ed0c94487,train,Who is Mirtha in relation to George?,His wife,His wife. ,Who is Mirtha in relation to George ?,His wife,His wife .,MIRTHA,3528,wife,4770
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Archibald Molfam's father-in-law?,Daniel Brewster,Daniel Brewster,Who is Archibald Molfam s father-in-law ?,Daniel Brewster,Daniel Brewster,father-in-law,9814,Daniel Brewster,153
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Lucille?,Archie's wife.,Archie's wife,Who is Lucille ?,Archie s wife .,Archie s wife,Lucille,66,wife,7261
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who is Bettina in relation to Rosalie?,her sister,Her sister ,Who is Bettina in relation to Rosalie ?,her sister,Her sister,Bettina,427,sister,427
39b1f44ec2639226b6025140e2a7e7eaf570409e,train,Who is Lisa's brother?,Richie,Richie,Who is Lisa s brother ?,Richie,Richie,except for Lisa and her brother,290,unloading Richie carefully,290
39c5eed544ceeb78eb3202d040eb35361d96945f,valid,Who is Valka?,Hiccup's mother who was believed dead.,Hiccup's mother,Who is Valka ?,Hiccup s mother who was believed dead .,Hiccup s mother,VALKA,2966,mother,1047
39c9fc154b2cc4030d2732fab674fc246eb28aed,test,Who is Benjamin Baker?,a barber,Sweeney Todd,Who is Benjamin Baker ?,a barber,Sweeney Todd,Benjamin,917,barber,899
39c9fc154b2cc4030d2732fab674fc246eb28aed,test,Who is Sweeney Todd's daughter?,Johanna,Johanna,Who is Sweeney Todd s daughter ?,Johanna,Johanna,daughter,1057,Johanna,6405
39f11774cd462fe3c40283af7c3778d18b78acb9,train,Who is Dante's current girlfriend?,Veronica Loughran,Vernonica,Who is Dante s current girlfriend ?,Veronica Loughran,Vernonica,girlfriend,1644,VERONICA,7961
39f11774cd462fe3c40283af7c3778d18b78acb9,train,Who is Caitlin Bree?,Dante's high school girlfriend.,A high school girlfriend of Dante's,Who is Caitlin Bree ?,Dante s high school girlfriend .,A high school girlfriend of Dante s,Caitlin Bree,2100,ex-girlfriend,3733
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Gray the paid compaion to?,Rosamund Hunt,Rosamund Hunt,Who is Gray the paid compaion to ?,Rosamund Hunt,Rosamund Hunt,companion,1030,Rosamund Hunt,192
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Smith's prosecutor?,Moses Gould,Moses Gould,Who is Smith s prosecutor ?,Moses Gould,Moses Gould,prosecutor,5393,Moses Gould,270
3a82541bb17890577626925533f6549efe5cf08e,test,Who is Marat Buzhayev?,The owner of the night club.,Bobby's boss,Who is Marat Buzhayev ?,The owner of the night club .,Bobby s boss,MARAT BUZHAYEV,420,owner,7025
3b017861cf026262a8fa4a2027a51f3218d38b13,train,Who is Ozias Midwinter's stepfather?,Mr. Neal,Mr Neal,Who is Ozias Midwinter s stepfather ?,Mr. Neal,Mr Neal,stepfather,3642,Neal,3553
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9,train,Who is Larry?,Frank's brother,Frank's brother,Who is Larry ?,Frank s brother,Frank s brother,FRANK,4144,brother,4817
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9,train,Who is Kristy?,Larry and Julia's daughter.,Larry's daughter,Who is Kristy ?,Larry and Julia s daughter .,Larry s daughter,Kirsty,627,daughter,717
3b44f7e2fd553e6026c16fac3b179346a49647a3,train,Who is Edwards's brother? ,"Edmund, Earl of Kent","Edmund, Earl of Kent",Who is Edwards s brother ?,"Edmund , Earl of Kent","Edmund , Earl of Kent",brother,2668,Edmund,2781
3bbc2ac0b3ad1f68b4d7cf3d27e26a06268a80d1,test,Who is Patty?,Phoebe's maid.,Phoebe's maid.,Who is Patty ?,Phoebe s maid .,Phoebe s maid .,Patty,300,maid,3315
3c386a5d7ed42d052b9dfb9c609e6c11015196b4,train,Who is Carmela to Vito Corleone?,Carmela is Vito Corleone's spouse. ,wife,Who is Carmela to Vito Corleone ?,Carmela is Vito Corleone s spouse .,wife,Carmella,2630,wife,8265
3c3dcc7b23c9b81de635e563ed1ee52b52a895c0,train,Who is William?,Kaiser Wilhelm II.,Kaiser Wlihelm II,Who is William ?,Kaiser Wilhelm II .,Kaiser Wlihelm II,William,3392,Kaiser,3695
3d248aa8bba34b3f5199c1aed1443b9fa3395d03,train,Who is Pete Dayton?,A young auto mechanic who was found in place of Fred at the prison cell.,A young auto mechanic who was found in Franks cell,Who is Pete Dayton ?,A young auto mechanic who was found in place of Fred at the prison cell .,A young auto mechanic who was found in Franks cell,PETE DAYTON,2164,mechanic,2565
3d59cad31537c384e1fde9cc33c518595115a621,train,Who is Frederick Lovel?,Earl Lovel's distant cousin.,Lord Lovel's distant cousin.,Who is Frederick Lovel ?,Earl Lovel s distant cousin .,Lord Lovel s distant cousin .,Frederic Lovel,410,cousin,413
3dddbcc83358a72adfd1c957ae3cbfc1d194a143,test,WHO IS MADAME D'ESTREES TO KITTY BRISTOL?,HER MOTHER,Her mother,WHO IS MADAME D'ESTREES TO KITTY BRISTOL ?,HER MOTHER,Her mother,Kitty Bristol,1132,mother,753
3e1d81664f7e7386e7b392ba670be09e3cf857ab,test,Who is Ellen to Rosemary?,Her sister,Ellen is Rosemary's sister.,Who is Ellen to Rosemary ?,Her sister,Ellen is Rosemary s sister .,Ellen,3421,sister,6010
401274da0bb38ce2581280e3b557744d176bd66f,train,Who is Racer X?,Rex Racer.,"Racer X is Speed's brother, Rex, in disguise.",Who is Racer X ?,Rex Racer .,"Racer X is Speed s brother , Rex , in disguise .",Racer X,1451,Rex Racer,1420
403479540337f035a011f0ea84b4770e31e18207,test,Who is McClane's wife?,Holly,holly,Who is McClane s wife ?,Holly,holly,wife,719,Holly,936
407624e45c153cdd848f539d37ca8b5d448f9580,train,Who is Vada?,She is an 11-year old tomboyish girl.,an 11 year old tomboyish girl,Who is Vada ?,She is an 11-year old tomboyish girl .,an 11 year old tomboyish girl,Vada,254,girl,4568
407624e45c153cdd848f539d37ca8b5d448f9580,train,Who is Thomas J. Sennett?,He is Vada's best friend who has too many allergies to count,an unpopular boy with a lot of allergies,Who is Thomas J. Sennett ?,He is Vada s best friend who has too many allergies to count,an unpopular boy with a lot of allergies,Thomas J,237,friend,4445
40a0872b40344eac6dfdc73e7bbb984e5ac49bac,train,Who is Bini Aru?,Kiki's father,a munchkin,Who is Bini Aru ?,Kiki s father,a munchkin,Bini Aru,146,father,207
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Who is Deborah to Wolfe?,She is his cousin.,She is his cousin.,Who is Deborah to Wolfe ?,She is his cousin .,She is his cousin .,Deborah,132,cousin,133
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Who is Wolfe's cousin?,Deborah,Deborah,Who is Wolfe s cousin ?,Deborah,Deborah,cousin,133,Deborah,132
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Who is Kirby's son?,Clarke,Clarke,Who is Kirby s son ?,Clarke,Clarke,son,465,Clarke,465
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Neverbend's son?,Jack,Jack,Who is Neverbend s son ?,Jack,Jack,son,230,Jack,6251
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Britanula's oldest citizen?,Gabriel Crasweller,Gabriel Crasweller,Who is Britanula s oldest citizen ?,Gabriel Crasweller,Gabriel Crasweller,citizen,3347,Gabriel Crasweller,532
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Britannula's oldest citizen?,"Gabriel Crasweller, he was born in 1913",crawsweller ,Who is Britannula s oldest citizen ?,"Gabriel Crasweller , he was born in 1913",crawsweller,his,3347,Gabriel Crasweller,1372
44287f57e8bc2b329dbd0d5750e6747781ae50fe,train,Who is Abraham Grundle?,"a young senator that believe as Neverbend does, but is engaged to Crasweller's daughter",A young Senator.,Who is Abraham Grundle ?,"a young senator that believe as Neverbend does , but is engaged to Crasweller s daughter",A young Senator .,Abraham Grundle,816,senator,1781
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer Jones' only male relative?,"His nephew, Henry Jones.",His nephew Henry Jones,Who is Indefer Jones ' only male relative ?,"His nephew , Henry Jones .",His nephew Henry Jones,relative,7129,nephew,4054
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer's niece?,Isabel Brodrick,Isabel.,Who is Indefer s niece ?,Isabel Brodrick,Isabel .,niece,325,Isabel,367
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer's only male heir?,his nephew Henry Jones,Henry.,Who is Indefer s only male heir ?,his nephew Henry Jones,Henry .,male heir,686,nephew,4054
4c428ffec939a3607a4da2e68ca684c03f6e8959,train,Who is Katharine's cousin?,Thomas Culpeper,Thomas Culpeper,Who is Katharine s cousin ?,Thomas Culpeper,Thomas Culpeper,cousin,634,Thomas Culpepper,633
4c428ffec939a3607a4da2e68ca684c03f6e8959,train,Who is Lady Mary?,The king's eldest daughter,King Henry's eldest daughter.,Who is Lady Mary ?,The king s eldest daughter,King Henry s eldest daughter .,Lady Mary,84,daughter,7602
4c428ffec939a3607a4da2e68ca684c03f6e8959,train,Who is Thomas Cromwell?,The Lord Privy Seal,The Lord Privy Seal,Who is Thomas Cromwell ?,The Lord Privy Seal,The Lord Privy Seal,Thomas Cromwell,211,Privy Seal,9158
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is La?,La is the high priestess that serves the Flaming God of Opar.,A high priestess.,Who is La ?,La is the high priestess that serves the Flaming God of Opar .,A high priestess .,La,834,Priestess,1094
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is Albert Werper?,Someone hired by a criminal to follow Tarzan.,Belgian officer,Who is Albert Werper ?,Someone hired by a criminal to follow Tarzan .,Belgian officer,Albert Werper,69,man,7091
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is La?,The high priestess and servant to the Flaming God of Opar.,A priestess who is a servant of the Flaming God of Opar.,Who is La ?,The high priestess and servant to the Flaming God of Opar .,A priestess who is a servant of the Flaming God of Opar .,La,834,Priestess,834
4e075eb7a0ce3017e38cfa6fe3e558591f36ea77,train,Who is their only visitor?,Danny,Local drug dealer Danny,Who is their only visitor ?,Danny,Local drug dealer Danny,he,683,him,820
4e075eb7a0ce3017e38cfa6fe3e558591f36ea77,train,Who was Monty?,Withnail Uncle?,Withnail's uncle and a homosexual.,Who was Monty ?,Withnail Uncle ?,Withnail s uncle and a homosexual .,Monty,581,Uncle,581
4e959a5d22e1968a1950ac836a1ba0cc3edffa41,valid,Who is Mrs.Graham's son?,Arthur.,Arthur.,Who is Mrs.Graham s son ?,Arthur .,Arthur .,Mrs. Graham,644,son,1181
4e959a5d22e1968a1950ac836a1ba0cc3edffa41,valid,Who is Mr Lawrence to Mrs Helen Graham?,Her brother.,her brother,Who is Mr Lawrence to Mrs Helen Graham ?,Her brother .,her brother,Mr. Lawrence,893,brother,15342
505d50d3d0e05c17a28348c30da57b00118b81fd,train,Who is Bajazeth?,The Emperor of the Turks.,Emporer of Turks,Who is Bajazeth ?,The Emperor of the Turks .,Emporer of Turks,Bajazeth,148,emperor,1147
505d50d3d0e05c17a28348c30da57b00118b81fd,train,Who is Callapine?,Bajazeth's son,son of bajazeth,Who is Callapine ?,Bajazeth s son,son of bajazeth,Callapine,343,son,343
505d50d3d0e05c17a28348c30da57b00118b81fd,train,Who is Bajazeth?,Emperor of the Turks,Emperor of the Turks,Who is Bajazeth ?,Emperor of the Turks,Emperor of the Turks,Bajazeth,343,emperor,1125
518b93650f7e95289f694bccd0fd9f2da1d12369,train,Who is Commodore Hawser Trunnion?,An old seaman who raises Peregrine Pickle.,a seaman and misogynist,Who is Commodore Hawser Trunnion ?,An old seaman who raises Peregrine Pickle .,a seaman and misogynist,Hawser Trunnion,381,seaman,5303
518b93650f7e95289f694bccd0fd9f2da1d12369,train,Who is Emelia?,Peregrine's wife,Peregrines beloved,Who is Emelia ?,Peregrine s wife,Peregrines beloved,Emilia,3571,wife,30079
544bc77598d7a9e1229e251e6fc6056c39237037,train,WHO IS DARIAN TO JOE?,HIS DAUGHTER,Darian is Joe's daughter. ,WHO IS DARIAN TO JOE ?,HIS DAUGHTER,Darian is Joe s daughter .,Darian,1170,daughter,3916
544bc77598d7a9e1229e251e6fc6056c39237037,train,Who is Cory the stripper's boyfriend?,"James ""Jimmy"" Alexander Dix",James Alexander Dix,Who is Cory the stripper s boyfriend ?,James Jimmy Alexander Dix,James Alexander Dix,girl friend,1339,CORY,1351
55ac84541ede6e0f1106b2e4ab01a2bac2f21e39,test,Who is Tartlet?,"Godfrey's mentor, teacher, and dance instructor.",Godfrey's teacher,Who is Tartlet ?,"Godfrey s mentor , teacher , and dance instructor .",Godfrey s teacher,Tartlet,1103,his,1598
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who is Lora Baines? ,Kevin Flynn's ex-girlfriend,Flynn's ex-girlfriend.,Who is Lora Baines ?,Kevin Flynn s ex-girlfriend,Flynn s ex-girlfriend .,LORA,1409,you,2247
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who was Lora Baines?,Kevin Flynn ex-girlfriend,Flynn's ex-girlfriend.,Who was Lora Baines ?,Kevin Flynn ex-girlfriend,Flynn s ex-girlfriend .,Flynn,708,him,1662
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who was Yori?,Tron's love,Trons love,Who was Yori ?,Tron s love,Trons love,Yori,4468,She,4533
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who is Kevin Flynn ex-girlfriend? ,Lora Baines. ,Lora Baines,Who is Kevin Flynn ex-girlfriend ?,Lora Baines .,Lora Baines,her,2032,LORA,7825
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who is Kevin Flynn? ,A software Engeneer. ,A software engineer who runs a video arcade.,Who is Kevin Flynn ?,A software Engeneer .,A software engineer who runs a video arcade .,FLYNN,745,he,1931
57dd0337b2fc1821f75618b2ba1e8d78c504b2f8,train,Who is Carter's beloved? ,Dejah Thoris,Dejah Thoris.,Who is Carter s beloved ?,Dejah Thoris,Dejah Thoris .,her,3069,Dejah Thoris,2411
57dd0337b2fc1821f75618b2ba1e8d78c504b2f8,train,Who is Dejha Thoris?,A Princess of Helium,The princess of Helium.,Who is Dejha Thoris ?,A Princess of Helium,The princess of Helium .,Dejah Thoris,2356,Princess,2360
5a3c3fa94456d41df5d8711b33687c39f2aa1ca8,test,Who is Crawly's Daughter?,Grace,Grace,Who is Crawly s Daughter ?,Grace,Grace,daughter,690,Grace,893
5c8b96c00b579c1e89e0ffeedb47e6d122e4c159,train,Who is Earl's daughter?,Jane,Jane,Who is Earl s daughter ?,Jane,Jane,Daughter,2136,Jane,6025
5ccdde3f4dcf2b0c2fc2bd386a6b88fe8b3cc29b,valid,Who is Josephine to Sharon?,Her mother.,Her mother,Who is Josephine to Sharon ?,Her mother .,Her mother,her,7544,Mother,7728
5ccdde3f4dcf2b0c2fc2bd386a6b88fe8b3cc29b,valid,Who is Larry to Sharon?,Her brother.,her brother,Who is Larry to Sharon ?,Her brother .,her brother,LARRY,908,brother,908
5d98d6db87225fde51cea450d8712cb6073df2e7,train,Who was Alexander the son of?,The Greek Emperor Alexander ,Greek emperor Alexander,Who was Alexander the son of ?,The Greek Emperor Alexander,Greek emperor Alexander,the father,1366,Alexander,284
5d98d6db87225fde51cea450d8712cb6073df2e7,train,Who is Alexander and Soredamors' son?,Cliges,Cliges,Who is Alexander and Soredamors ' son ?,Cliges,Cliges,the child,1510,Cliges,3967
5d98d6db87225fde51cea450d8712cb6073df2e7,train,Who is Alexander's brother?,Alis,Alis,Who is Alexander s brother ?,Alis,Alis,brother,1534,Alis,183
5df7b23024d86a042fcdcb06ee485d528317a156,test,Who was responsible for the virus?,Dr. Peters.,Cole,Who was responsible for the virus ?,Dr. Peters .,Cole,PETERS,2503,"DR. MASON'S ASSISTANT",5062
5fc06920c10c190e4abcbe8f68803a7025cc0889,train,Who is Tatiana?,Grant's daughter,Grant's daughter.,Who is Tatiana ?,Grant s daughter,Grant s daughter .,TATIANA,397,daughter,1738
5fc06920c10c190e4abcbe8f68803a7025cc0889,train,Who was Sophina?,Grant's girlfriend.,oscar grant's girlfriend,Who was Sophina ?,Grant s girlfriend .,oscar grant s girlfriend,Sophina,4063,girl,4199
6031da6fa93ad9cac1b6da6586010aab81c7b4da,train,Who is Elsa's younger sister?,Anna,Anna,Who is Elsa s younger sister ?,Anna,Anna,sister,302,Anna,315
6031da6fa93ad9cac1b6da6586010aab81c7b4da,train,Who is Olaf?,Childhood snowman of Elsa and Anna ,Elsa and Anna's childhood snowman.,Who is Olaf ?,Childhood snowman of Elsa and Anna,Elsa and Anna s childhood snowman .,Olaf,388,snowman,383
60510bf4be495aeb1b4640a7a058b4ae7c04b884,test,Who is McTeague?,A Dentist.,He is a poor dentist.,Who is McTeague ?,A Dentist .,He is a poor dentist .,McTeague,69,the dentist,269
60510bf4be495aeb1b4640a7a058b4ae7c04b884,test,Who is Marcus?,McTeague's bestfriend,McTeague's best friend.,Who is Marcus ?,McTeague s bestfriend,McTeague s best friend .,Marcus Schouler,269,one intimate friend,269
608b8bcc44bdd6e1c03517468ebad835aa98ec28,test,WHO IS BEAUMELLE TO ROCHMONT?,HIS DAUGHTER,his daughter,WHO IS BEAUMELLE TO ROCHMONT ?,HIS DAUGHTER,his daughter,Beaumelle,3948,daughter,5167
608b8bcc44bdd6e1c03517468ebad835aa98ec28,test,WHO IS BELLEPERT TO BEAUMELLE?,HER WAITING WOMAN,Bellepert is her lady in waiting,WHO IS BELLEPERT TO BEAUMELLE ?,HER WAITING WOMAN,Bellepert is her lady in waiting,Bellapert,3603,You,3971
67ca24897196449395daa9886c7fbaceab55c964,train,Who is Joey Lamotta?,Jake's brother,A boxer,Who is Joey Lamotta ?,Jake s brother,A boxer,JAKE LAMOTTA,223,brother,1155
681778326e846ea9979ff3aed4ee9668abe7d489,valid,Who is Jani?,A gambler who befriend's Jack,A gambler and robber. ,Who is Jani ?,A gambler who befriend s Jack,A gambler and robber .,JANI,1836,this woman,1853
68ee401e0c66832834f605b625d5062b06a59515,train,Who is Freeman's brother?,Anton,Anton,Who is Freeman s brother ?,Anton,Anton,brother,1297,VINCENT,1171
68ee401e0c66832834f605b625d5062b06a59515,train,Who is responsible for the accident with Jerome?,Vincent,Jerome,Who is responsible for the accident with Jerome ?,Vincent,Jerome,the two young men,1310,the two boys,1316
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilert to George?,An academic rival,rival,Who is Eilert to George ?,An academic rival,rival,Eilert,1086,rival,1080
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilert to Hedda?,A former lover,Her former lover.,Who is Eilert to Hedda ?,A former lover,Her former lover .,George,5132,him,5143
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is behind Eilert's recovery from alcoholism?,Thea,Thea,Who is behind Eilert s recovery from alcoholism ?,Thea,Thea,She,5438,Thea,9671
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilerts former lover?,Hedda,Hedda,Who is Eilerts former lover ?,Hedda,Hedda,Eilert,4548,me,5235
69add8ffcf964d23243ac02b7282d57beb63c355,valid,Who is Gertie to Michael?,His little sister.,His little sister ,Who is Gertie to Michael ?,His little sister .,His little sister,Gertie,609,sister,955
6a02d46e87865ba5b033c56c658af2bfdd182093,valid,Who is Meister Eckhart?,A 14th century mystic who described Hell.,A 14th century christian mystic ,Who is Meister Eckhart ?,A 14th century mystic who described Hell .,A 14th century christian mystic,Meister Eckart,4626,he,4654
6a02d46e87865ba5b033c56c658af2bfdd182093,valid,Who was Jezzie?,The woman he dated and lived with after the war.,Jacob's girlfriend,Who was Jezzie ?,The woman he dated and lived with after the war .,Jacob s girlfriend,JEZZIE,566,WOMAN,564
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is chief elder of one of the Amahagger tribes?,Billali,Billali ,Who is chief elder of one of the Amahagger tribes ?,Billali,Billali,The old man,2893,Billali,2909
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is Ayesha confident of becomming the reincarnation of her former lover?,Leo,Leo,Who is Ayesha confident of becomming the reincarnation of her former lover ?,Leo,Leo,a reincarnation,11634,Leo,823
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is ustane?,an amahagger maiden,A maiden of Amahagger,Who is ustane ?,an amahagger maiden,A maiden of Amahagger,Ustane,3090,her,3016
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is vincey?,colleague,Leo's father,Who is vincey ?,colleague,Leo s father,Vincey,5856,Leo,4821
6aa4c6be53eff0024e5c84f99ac94cddff4eb8f0,test,Who is Brian?,Jean's new husband.,current husband of Harvey's ex-wife,Who is Brian ?,Jean s new husband .,current husband of Harvey s ex-wife,Jean,1731,our baby girl,1750
6b1832c46e0b3566463444ec9209b8f1ed6c7ac6,valid,Who is Nicky Rogan? ,Nicky Rogan is a successful play writer. ,a platwright,Who is Nicky Rogan ?,Nicky Rogan is a successful play writer .,a platwright,Nicky Rogan,308,a lonely spooky writer,2864
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Davison?,Queen Elizabeth's undersecretary,Elizabeth's undersecratary,Who is Davison ?,Queen Elizabeth s undersecretary,Elizabeth s undersecratary,Davison,5417,secretary,6961
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Elizabeth?,Mary's cousin,The Queen of Enland,Who is Elizabeth ?,Mary s cousin,The Queen of Enland,Elizabeth,1155,She,2022
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Darnley?,Mary Stewart's deceased husband,The deceased husband of Mary Stuart,Who is Darnley ?,Mary Stewart s deceased husband,The deceased husband of Mary Stuart,Darnley,586,husband,611
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Mary to Elizabeth?,She is her cousin.,her cousin,Who is Mary to Elizabeth ?,She is her cousin .,her cousin,MARY,773,her,6877
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Mortimer to Mary?,"Her custodian's nephew, who supports her claim and wishes to help her.",The nephew of her custodian.,Who is Mortimer to Mary ?,"Her custodian s nephew , who supports her claim and wishes to help her .",The nephew of her custodian .,MORTIMER,535,nephew,735
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Princess Kitty's brother-in law?,Oblonsky,Oblonksy Konstantin,Who is Princess Kitty s brother-in law ?,Oblonsky,Oblonksy Konstantin,Kitty,992,sister-in-law,1088
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Anna's brother?,Oblonsky.,Oblonsky,Who is Anna s brother ?,Oblonsky .,Oblonsky,Anna,661,sister,3002
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Oblonsky's sister-in-law?,Princess Kitty,Princess Kitty.,Who is Oblonsky s sister-in-law ?,Princess Kitty,Princess Kitty .,sister-in-law,992,Kitty,992
6bec7c2bdd0b01296bc9020288d833709e54cd52,test,Who is Easy Andy?,an illegal gun dealer,gun dealer,Who is Easy Andy ?,an illegal gun dealer,gun dealer,Andy,945,He,3336
6cfe7052daf187b667538b2858849a84c1f6b049,valid,Who is Lady Blythe to Innocent?,Her birth mother. ,she is her mother,Who is Lady Blythe to Innocent ?,Her birth mother .,she is her mother,Lady Blythe,6401,mother,1857
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Elaine Dickinson?,Ted's old girlfriend,A flight attendant.,Who is Elaine Dickinson ?,Ted s old girlfriend,A flight attendant .,a man,497,TED STRIKER,409
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Elaine Dickson?,"Ted's former girlfriend, now a flight attendant",Ted's wartime girlfriend.,Who is Elaine Dickson ?,"Ted s former girlfriend , now a flight attendant",Ted s wartime girlfriend .,her,282,you,473
6dede499df79827ea44d634f07b998b90ee4a05d,test,Who is Kitty Killigrew?,The soubrette of the American Opera Company.,A beautiful singer,Who is Kitty Killigrew ?,The soubrette of the American Opera Company .,A beautiful singer,Kitty Killigrew,819,a singer,1917
6e3b7afa7408ab6c6f63b29841f1ed5139311571,train,Who is Prince Bulbo the son of?,he is the son of King Padella,King Padella,Who is Prince Bulbo the son of ?,he is the son of King Padella,King Padella,Prince Bulbo,1082,son,392
6e3b7afa7408ab6c6f63b29841f1ed5139311571,train,Who is Princess Angelica?,She is King Valoroso's daughter,The daughter of King Valoroso.,Who is Princess Angelica ?,She is King Valoroso s daughter,The daughter of King Valoroso .,Angelica,147,daughter,2341
6ea31b70e5af494ad2b7623d06b6487b3953b20d,test,Who is Solomon Northup?,A free American man working as a violinist.,Free African American,Who is Solomon Northup ?,A free American man working as a violinist .,Free African American,Solomon Northup,732,player,733
6ed5d860df4edd3d32f1aca52ec369f0d21039a0,test,Who is Mary Ann?,The Mathews' daughter.,Mary Ann is a girl that appears to have been murdered on film,Who is Mary Ann ?,The Mathews ' daughter .,Mary Ann is a girl that appears to have been murdered on film,Mary Anne Mathews,2153,daughter,1706
6ed5d860df4edd3d32f1aca52ec369f0d21039a0,test,Who is Daniel Longdale an attorney for?,Mrs Christian.,Mrs. Christian,Who is Daniel Longdale an attorney for ?,Mrs Christian .,Mrs. Christian,Longdale,643,attorney,644
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS BEATRICE?,LEONATO'S NIECE,Leonatos niece.,WHO IS BEATRICE ?,LEONATO S NIECE,Leonatos niece .,Beatrice,33,niece,457
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS HERO TO LEONATO?,HIS DAUGHTER,daughter,WHO IS HERO TO LEONATO ?,HIS DAUGHTER,daughter,Hero,31,daughter,32
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS URSULA TO HERO?,HER MAID,Hero's Maid,WHO IS URSULA TO HERO ?,HER MAID,Hero s Maid,Vrsula,2139,Vrsu,2016
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS MARGARET?,HERO'S CHAMBERMAID,Hero's chambermaid ,WHO IS MARGARET ?,HERO S CHAMBERMAID,Hero s chambermaid,Margaret,1463,Marg,1479
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS ANTONIO TO LEONATO?,HIS BROTHER,brother,WHO IS ANTONIO TO LEONATO ?,HIS BROTHER,brother,Anth,713,Brother,2885
706d21321f927fefba090bf9af88835ac99035b0,train,Who was Beatrice?,Leonato's niece,Niece of Leonato,Who was Beatrice ?,Leonato s niece,Niece of Leonato,Beatrice,33,Neece,33
706d21321f927fefba090bf9af88835ac99035b0,train,Who was Hero?,Leonato's daughter,Leonato's daughter.,Who was Hero ?,Leonato s daughter,Leonato s daughter .,Hero,31,daughter,32
